id,province,city,county,town,village
110102012024,北京市,市辖区,西城区,什刹海街道,鼓西社区居委会
110102012026,北京市,市辖区,西城区,什刹海街道,后海社区居委会
110102012029,北京市,市辖区,西城区,什刹海街道,苇坑社区居委会
110102012031,北京市,市辖区,西城区,什刹海街道,后海西沿社区居委会
110102012032,北京市,市辖区,西城区,什刹海街道,西海社区居委会
110102012033,北京市,市辖区,西城区,什刹海街道,四环社区居委会
110102012035,北京市,市辖区,西城区,什刹海街道,前海社区居委会
110102013001,北京市,市辖区,西城区,大栅栏街道,前门西河沿社区居委会
110102013002,北京市,市辖区,西城区,大栅栏街道,延寿街社区居委会
110102013003,北京市,市辖区,西城区,大栅栏街道,三井社区居委会
110102013004,北京市,市辖区,西城区,大栅栏街道,大栅栏西街社区居委会
110102013005,北京市,市辖区,西城区,大栅栏街道,石头社区居委会
110102013006,北京市,市辖区,西城区,大栅栏街道,铁树斜街社区居委会
110102013007,北京市,市辖区,西城区,大栅栏街道,百顺社区居委会
110102013008,北京市,市辖区,西城区,大栅栏街道,大安澜营社区居委会
110102013009,北京市,市辖区,西城区,大栅栏街道,煤市街东社区居委会
110102014001,北京市,市辖区,西城区,天桥街道,留学路社区居委会
110102014002,北京市,市辖区,西城区,天桥街道,香厂路社区居委会
110102014003,北京市,市辖区,西城区,天桥街道,天桥小区社区居委会
110102014004,北京市,市辖区,西城区,天桥街道,禄长街社区居委会
110102014005,北京市,市辖区,西城区,天桥街道,先农坛社区居委会
110102014006,北京市,市辖区,西城区,天桥街道,永安路社区居委会
110102014007,北京市,市辖区,西城区,天桥街道,虎坊路社区居委会
110102014008,北京市,市辖区,西城区,天桥街道,太平街社区居委会
110102014009,北京市,市辖区,西城区,天桥街道,福长街社区居委会
110102015001,北京市,市辖区,西城区,椿树街道,宣武门外东大街社区居委会
110102015002,北京市,市辖区,西城区,椿树街道,琉璃厂西街社区居委会
110102015003,北京市,市辖区,西城区,椿树街道,椿树园社区居委会
110102015004,北京市,市辖区,西城区,椿树街道,四川营社区居委会
110102015006,北京市,市辖区,西城区,椿树街道,梁家园社区居委会
110102015007,北京市,市辖区,西城区,椿树街道,香炉营社区居委会
110102015008,北京市,市辖区,西城区,椿树街道,永光社区居委会
110102016001,北京市,市辖区,西城区,陶然亭街道,米市社区居委会
110102016003,北京市,市辖区,西城区,陶然亭街道,粉房琉璃街社区居委会
110102016004,北京市,市辖区,西城区,陶然亭街道,福州馆社区居委会
110102016006,北京市,市辖区,西城区,陶然亭街道,黑窑厂社区居委会
110102016007,北京市,市辖区,西城区,陶然亭街道,龙泉社区居委会
110102016008,北京市,市辖区,西城区,陶然亭街道,红土店社区居委会
110102016012,北京市,市辖区,西城区,陶然亭街道,南华里社区居委会
110102016013,北京市,市辖区,西城区,陶然亭街道,新兴里居委会
110102016014,北京市,市辖区,西城区,陶然亭街道,壹瓶社区居委会
110102016015,北京市,市辖区,西城区,陶然亭街道,大吉巷社区居委会
110102017001,北京市,市辖区,西城区,广安门内街道,西便门西里社区居委会
110102017002,北京市,市辖区,西城区,广安门内街道,西便门东里社区居委会
110102017003,北京市,市辖区,西城区,广安门内街道,槐柏树街北里社区居委会
110102017004,北京市,市辖区,西城区,广安门内街道,长椿街西社区居委会
110102017005,北京市,市辖区,西城区,广安门内街道,槐柏树街南里社区居委会
110102017006,北京市,市辖区,西城区,广安门内街道,核桃园社区居委会
110102017007,北京市,市辖区,西城区,广安门内街道,报国寺社区居委会
110102017008,北京市,市辖区,西城区,广安门内街道,上斜街社区居委会
110102017009,北京市,市辖区,西城区,广安门内街道,宣武门西大街社区居委会
110102017010,北京市,市辖区,西城区,广安门内街道,三庙街社区居委会
110102017011,北京市,市辖区,西城区,广安门内街道,康乐里社区居委会
110102017012,北京市,市辖区,西城区,广安门内街道,广安东里社区居委会
110102017013,北京市,市辖区,西城区,广安门内街道,大街东社区居委会
110102017014,北京市,市辖区,西城区,广安门内街道,老墙根社区居委会
110102017015,北京市,市辖区,西城区,广安门内街道,长椿街社区居委会
110102017016,北京市,市辖区,西城区,广安门内街道,西便门内社区居委会
110102017017,北京市,市辖区,西城区,广安门内街道,长椿里社区居委会
110102017018,北京市,市辖区,西城区,广安门内街道,校场社区居委会
110102018001,北京市,市辖区,西城区,牛街街道,牛街东里社区居委会
110102018002,北京市,市辖区,西城区,牛街街道,春风社区居委会
110102018003,北京市,市辖区,西城区,牛街街道,钢院社区居委会
110102018004,北京市,市辖区,西城区,牛街街道,南线阁社区居委会
110102018005,北京市,市辖区,西城区,牛街街道,菜园北里社区居委会
110102018006,北京市,市辖区,西城区,牛街街道,枫桦社区居委会
110102018007,北京市,市辖区,西城区,牛街街道,法源寺社区居委会
110102018008,北京市,市辖区,西城区,牛街街道,白广路社区居委会
110102018009,北京市,市辖区,西城区,牛街街道,牛街西里一区社区居委会
110102018010,北京市,市辖区,西城区,牛街街道,牛街西里二区社区居委会
110102019002,北京市,市辖区,西城区,白纸坊街道,双槐里社区居委会
110102019003,北京市,市辖区,西城区,白纸坊街道,右北大街社区居委会
110102019004,北京市,市辖区,西城区,白纸坊街道,樱桃园社区居委会
110102019005,北京市,市辖区,西城区,白纸坊街道,崇效寺社区居委会
110102019006,北京市,市辖区,西城区,白纸坊街道,菜园街社区居委会
110102019007,北京市,市辖区,西城区,白纸坊街道,建功北里社区居委会
110102019008,北京市,市辖区,西城区,白纸坊街道,建功南里社区居委会
110102019009,北京市,市辖区,西城区,白纸坊街道,新安中里社区居委会
110102019010,北京市,市辖区,西城区,白纸坊街道,新安南里社区居委会
110102019011,北京市,市辖区,西城区,白纸坊街道,右内西街社区居委会
110102019012,北京市,市辖区,西城区,白纸坊街道,右内后身社区居委会
110102019013,北京市,市辖区,西城区,白纸坊街道,光源里社区居委会
110102019014,北京市,市辖区,西城区,白纸坊街道,半步桥社区居委会
110102019015,北京市,市辖区,西城区,白纸坊街道,自新路社区居委会
110102019016,北京市,市辖区,西城区,白纸坊街道,里仁街社区居委会
110102019017,北京市,市辖区,西城区,白纸坊街道,万博苑社区居委会
110102019018,北京市,市辖区,西城区,白纸坊街道,清芷园社区居委会
110102019019,北京市,市辖区,西城区,白纸坊街道,平原里北区社区居委会
110102019020,北京市,市辖区,西城区,白纸坊街道,平原里南区社区居委会
110102020001,北京市,市辖区,西城区,广安门外街道,鸭子桥社区居委会
110102020002,北京市,市辖区,西城区,广安门外街道,青年湖社区居委会
110102020003,北京市,市辖区,西城区,广安门外街道,椿树馆社区居委会
110102020004,北京市,市辖区,西城区,广安门外街道,白菜湾社区居委会
110102020005,北京市,市辖区,西城区,广安门外街道,车站东街社区居委会
110102020006,北京市,市辖区,西城区,广安门外街道,车站西街社区居委会
110102020007,北京市,市辖区,西城区,广安门外街道,车站西街十五号院社区居委会
110102020008,北京市,市辖区,西城区,广安门外街道,红居南街社区居委会
